mean,std,min,25%,50%,75%,max,X,Y,Z,flag
49.568999999999996,0.0,49.568999999999996,49.568999999999996,49.568999999999996,49.568999999999996,49.568999999999996,126,95,0,0.0
47.98500000000001,7.78360568894479e-15,47.985,47.985,47.985,47.985,47.985,126,95,0,0.0
46.168,0.0,46.168,46.168,46.168,46.168,46.168,126,95,0,0.0
44.857,0.0,44.857,44.857,44.857,44.857,44.857,126,95,0,0.0
47.21800000000001,7.78360568894479e-15,47.218,47.218,47.218,47.218,47.218,126,95,0,0.0
50.739,0.0,50.739,50.739,50.739,50.739,50.739,126,95,0,0.0
51.579,7.78360568894479e-15,51.57899999999999,51.57899999999999,51.57899999999999,51.57899999999999,51.57899999999999,126,95,0,0.0
45.37,0.0,45.37,45.37,45.37,45.37,45.37,126,95,0,0.0
40.224,7.78360568894479e-15,40.224000000000004,40.224000000000004,40.224000000000004,40.224000000000004,40.224000000000004,126,95,0,0.0
43.465,0.0,43.465,43.465,43.465,43.465,43.465,126,95,0,0.0
47.886,0.0,47.886,47.886,47.886,47.886,47.886,126,95,0,0.0
54.132,0.0,54.132,54.132,54.132,54.132,54.132,126,95,0,0.0
46.03199999999999,7.78360568894479e-15,46.032,46.032,46.032,46.032,46.032,126,95,0,0.0
44.151999999999994,7.78360568894479e-15,44.152,44.152,44.152,44.152,44.152,126,95,0,0.0
40.246,0.0,40.246,40.246,40.246,40.246,40.246,126,95,0,0.0
38.279,0.0,38.279,38.279,38.279,38.279,38.279,126,95,0,0.0
43.18,0.0,43.18,43.18,43.18,43.18,43.18,126,95,0,0.0
50.236,7.78360568894479e-15,50.236000000000004,50.236000000000004,50.236000000000004,50.236000000000004,50.236000000000004,126,95,0,0.0
53.25899999999999,0.0,53.25899999999999,53.25899999999999,53.25899999999999,53.25899999999999,53.25899999999999,126,95,0,0.0
51.99700000000001,7.78360568894479e-15,51.997,51.997,51.997,51.997,51.997,126,95,0,0.0
49.70600000000001,7.78360568894479e-15,49.706,49.706,49.706,49.706,49.706,126,95,0,0.0
49.945,0.0,49.945,49.945,49.945,49.945,49.945,126,95,0,0.0
52.855,0.0,52.855,52.855,52.855,52.855,52.855,126,95,0,0.0
57.065,0.0,57.065,57.065,57.065,57.065,57.065,126,95,0,0.0
38.723000000000006,7.78360568894479e-15,38.723,38.723,38.723,38.723,38.723,126,95,0,0.0
36.54,0.0,36.54,36.54,36.54,36.54,36.54,126,95,0,0.0
35.501,0.0,35.501,35.501,35.501,35.501,35.501,126,95,0,0.0
36.986,0.0,36.986,36.986,36.986,36.986,36.986,126,95,0,0.0
40.504,0.0,40.504,40.504,40.504,40.504,40.504,126,95,0,0.0
42.409,0.0,42.409,42.409,42.409,42.409,42.409,126,95,0,0.0
43.15,0.0,43.15,43.15,43.15,43.15,43.15,126,95,0,0.0
37.138000000000005,0.0,37.138000000000005,37.138000000000005,37.138000000000005,37.138000000000005,37.138000000000005,126,95,0,0.0
31.293000000000003,0.0,31.293000000000003,31.293000000000003,31.293000000000003,31.293000000000003,31.293000000000003,126,95,0,0.0
37.96699999999999,7.78360568894479e-15,37.967,37.967,37.967,37.967,37.967,126,95,0,0.0
48.111,7.78360568894479e-15,48.111000000000004,48.111000000000004,48.111000000000004,48.111000000000004,48.111000000000004,126,95,0,0.0
57.815,0.0,57.815,57.815,57.815,57.815,57.815,126,95,0,0.0
49.393,0.0,49.393,49.393,49.393,49.393,49.393,134,95,0,0.0
47.87200000000001,7.78360568894479e-15,47.872,47.872,47.872,47.872,47.872,134,95,0,0.0
46.187000000000005,7.78360568894479e-15,46.187,46.187,46.187,46.187,46.187,134,95,0,0.0
44.923,0.0,44.923,44.923,44.923,44.923,44.923,134,95,0,0.0
47.262,0.0,47.262,47.262,47.262,47.262,47.262,134,95,0,0.0
50.79399999999999,7.78360568894479e-15,50.794,50.794,50.794,50.794,50.794,134,95,0,0.0
51.601000000000006,0.0,51.601000000000006,51.601000000000006,51.601000000000006,51.601000000000006,51.601000000000006,134,95,0,0.0
45.36600000000001,0.0,45.36600000000001,45.36600000000001,45.36600000000001,45.36600000000001,45.36600000000001,134,95,0,0.0
40.141,0.0,40.141,40.141,40.141,40.141,40.141,134,95,0,0.0
43.213,0.0,43.213,43.213,43.213,43.213,43.213,134,95,0,0.0
47.72,0.0,47.72,47.72,47.72,47.72,47.72,134,95,0,0.0
54.09199999999999,7.78360568894479e-15,54.092,54.092,54.092,54.092,54.092,134,95,0,0.0
45.976000000000006,0.0,45.976000000000006,45.976000000000006,45.976000000000006,45.976000000000006,45.976000000000006,134,95,0,0.0
44.01,0.0,44.01,44.01,44.01,44.01,44.01,134,95,0,0.0
40.05599999999999,7.78360568894479e-15,40.056,40.056,40.056,40.056,40.056,134,95,0,0.0
38.144,0.0,38.144,38.144,38.144,38.144,38.144,134,95,0,0.0
43.14100000000001,7.78360568894479e-15,43.141000000000005,43.141000000000005,43.141000000000005,43.141000000000005,43.141000000000005,134,95,0,0.0
50.24,0.0,50.24,50.24,50.24,50.24,50.24,134,95,0,0.0
53.261,0.0,53.261,53.261,53.261,53.261,53.261,134,95,0,0.0
51.978,0.0,51.978,51.978,51.978,51.978,51.978,134,95,0,0.0
49.671,7.78360568894479e-15,49.67100000000001,49.67100000000001,49.67100000000001,49.67100000000001,49.67100000000001,134,95,0,0.0
49.918,0.0,49.918,49.918,49.918,49.918,49.918,134,95,0,0.0
52.847,0.0,52.847,52.847,52.847,52.847,52.847,134,95,0,0.0
57.074999999999996,7.78360568894479e-15,57.075,57.075,57.075,57.075,57.075,134,95,0,0.0
38.746,0.0,38.746,38.746,38.746,38.746,38.746,134,95,0,0.0
36.597,0.0,36.597,36.597,36.597,36.597,36.597,134,95,0,0.0
35.571999999999996,0.0,35.571999999999996,35.571999999999996,35.571999999999996,35.571999999999996,35.571999999999996,134,95,0,0.0
37.124,0.0,37.124,37.124,37.124,37.124,37.124,134,95,0,0.0
40.663000000000004,0.0,40.663000000000004,40.663000000000004,40.663000000000004,40.663000000000004,40.663000000000004,134,95,0,0.0
42.434,0.0,42.434,42.434,42.434,42.434,42.434,134,95,0,0.0
43.028999999999996,0.0,43.028999999999996,43.028999999999996,43.028999999999996,43.028999999999996,43.028999999999996,134,95,0,0.0
36.988,0.0,36.988,36.988,36.988,36.988,36.988,134,95,0,0.0
31.156999999999993,3.891802844472395e-15,31.156999999999996,31.156999999999996,31.156999999999996,31.156999999999996,31.156999999999996,134,95,0,0.0
37.874,0.0,37.874,37.874,37.874,37.874,37.874,134,95,0,0.0
48.073,0.0,48.073,48.073,48.073,48.073,48.073,134,95,0,0.0
57.81600000000001,7.78360568894479e-15,57.816,57.816,57.816,57.816,57.816,134,95,0,0.0
49.931999999999995,0.0,49.931999999999995,49.931999999999995,49.931999999999995,49.931999999999995,49.931999999999995,126,105,0,0.0
48.098000000000006,7.78360568894479e-15,48.098,48.098,48.098,48.098,48.098,126,105,0,0.0
46.04399999999999,7.78360568894479e-15,46.044,46.044,46.044,46.044,46.044,126,105,0,0.0
44.54500000000001,7.78360568894479e-15,44.545,44.545,44.545,44.545,44.545,126,105,0,0.0
46.769,0.0,46.769,46.769,46.769,46.769,46.769,126,105,0,0.0
50.238,0.0,50.238,50.238,50.238,50.238,50.238,126,105,0,0.0
51.178999999999995,0.0,51.178999999999995,51.178999999999995,51.178999999999995,51.178999999999995,51.178999999999995,126,105,0,0.0
45.171,7.78360568894479e-15,45.17100000000001,45.17100000000001,45.17100000000001,45.17100000000001,45.17100000000001,126,105,0,0.0
40.196,0.0,40.196,40.196,40.196,40.196,40.196,126,105,0,0.0
43.553999999999995,0.0,43.553999999999995,43.553999999999995,43.553999999999995,43.553999999999995,43.553999999999995,126,105,0,0.0
47.968999999999994,0.0,47.968999999999994,47.968999999999994,47.968999999999994,47.968999999999994,47.968999999999994,126,105,0,0.0
54.147,0.0,54.147,54.147,54.147,54.147,54.147,126,105,0,0.0
45.86600000000001,0.0,45.86600000000001,45.86600000000001,45.86600000000001,45.86600000000001,45.86600000000001,126,105,0,0.0
44.159,0.0,44.159,44.159,44.159,44.159,44.159,126,105,0,0.0
40.416,0.0,40.416,40.416,40.416,40.416,40.416,126,105,0,0.0
38.411,0.0,38.411,38.411,38.411,38.411,38.411,126,105,0,0.0
43.123,7.78360568894479e-15,43.123000000000005,43.123000000000005,43.123000000000005,43.123000000000005,43.123000000000005,126,105,0,0.0
50.008,0.0,50.008,50.008,50.008,50.008,50.008,126,105,0,0.0
52.88,0.0,52.88,52.88,52.88,52.88,52.88,126,105,0,0.0
51.778999999999996,0.0,51.778999999999996,51.778999999999996,51.778999999999996,51.778999999999996,51.778999999999996,126,105,0,0.0
49.633,0.0,49.633,49.633,49.633,49.633,49.633,126,105,0,0.0
49.805,0.0,49.805,49.805,49.805,49.805,49.805,126,105,0,0.0
52.757,0.0,52.757,52.757,52.757,52.757,52.757,126,105,0,0.0
57.036,0.0,57.036,57.036,57.036,57.036,57.036,126,105,0,0.0
39.024,0.0,39.024,39.024,39.024,39.024,39.024,126,105,0,0.0
36.87799999999999,7.78360568894479e-15,36.878,36.878,36.878,36.878,36.878,126,105,0,0.0
35.792,0.0,35.792,35.792,35.792,35.792,35.792,126,105,0,0.0
37.066,0.0,37.066,37.066,37.066,37.066,37.066,126,105,0,0.0
40.404,0.0,40.404,40.404,40.404,40.404,40.404,126,105,0,0.0
42.245,0.0,42.245,42.245,42.245,42.245,42.245,126,105,0,0.0
42.99,0.0,42.99,42.99,42.99,42.99,42.99,126,105,0,0.0
36.828,0.0,36.828,36.828,36.828,36.828,36.828,126,105,0,0.0
30.998,0.0,30.998,30.998,30.998,30.998,30.998,126,105,0,0.0
37.859,0.0,37.859,37.859,37.859,37.859,37.859,126,105,0,0.0
48.068000000000005,0.0,48.068000000000005,48.068000000000005,48.068000000000005,48.068000000000005,48.068000000000005,126,105,0,0.0
57.800999999999995,7.78360568894479e-15,57.801,57.801,57.801,57.801,57.801,126,105,0,0.0
49.951,0.0,49.951,49.951,49.951,49.951,49.951,134,105,0,0.0
48.15800000000001,7.78360568894479e-15,48.158,48.158,48.158,48.158,48.158,134,105,0,0.0
46.177,0.0,46.177,46.177,46.177,46.177,46.177,134,105,0,0.0
44.762,0.0,44.762,44.762,44.762,44.762,44.762,134,105,0,0.0
47.046,7.78360568894479e-15,47.04600000000001,47.04600000000001,47.04600000000001,47.04600000000001,47.04600000000001,134,105,0,0.0
50.558,0.0,50.558,50.558,50.558,50.558,50.558,134,105,0,0.0
51.431999999999995,0.0,51.431999999999995,51.431999999999995,51.431999999999995,51.431999999999995,51.431999999999995,134,105,0,0.0
45.382,0.0,45.382,45.382,45.382,45.382,45.382,134,105,0,0.0
40.324999999999996,7.78360568894479e-15,40.325,40.325,40.325,40.325,40.325,134,105,0,0.0
43.579,7.78360568894479e-15,43.57899999999999,43.57899999999999,43.57899999999999,43.57899999999999,43.57899999999999,134,105,0,0.0
47.973000000000006,7.78360568894479e-15,47.973,47.973,47.973,47.973,47.973,134,105,0,0.0
54.14300000000001,7.78360568894479e-15,54.143,54.143,54.143,54.143,54.143,134,105,0,0.0
45.67000000000001,7.78360568894479e-15,45.67,45.67,45.67,45.67,45.67,134,105,0,0.0
44.036,0.0,44.036,44.036,44.036,44.036,44.036,134,105,0,0.0
40.436,0.0,40.436,40.436,40.436,40.436,40.436,134,105,0,0.0
38.514,0.0,38.514,38.514,38.514,38.514,38.514,134,105,0,0.0
43.287,0.0,43.287,43.287,43.287,43.287,43.287,134,105,0,0.0
50.246,0.0,50.246,50.246,50.246,50.246,50.246,134,105,0,0.0
53.11199999999999,7.78360568894479e-15,53.111999999999995,53.111999999999995,53.111999999999995,53.111999999999995,53.111999999999995,134,105,0,0.0
51.786,0.0,51.786,51.786,51.786,51.786,51.786,134,105,0,0.0
49.493,0.0,49.493,49.493,49.493,49.493,49.493,134,105,0,0.0
49.56399999999999,0.0,49.56399999999999,49.56399999999999,49.56399999999999,49.56399999999999,49.56399999999999,134,105,0,0.0
52.606,0.0,52.606,52.606,52.606,52.606,52.606,134,105,0,0.0
57.01300000000001,7.78360568894479e-15,57.013000000000005,57.013000000000005,57.013000000000005,57.013000000000005,57.013000000000005,134,105,0,0.0
38.80599999999999,7.78360568894479e-15,38.806,38.806,38.806,38.806,38.806,134,105,0,0.0
36.679,0.0,36.679,36.679,36.679,36.679,36.679,134,105,0,0.0
35.632,0.0,35.632,35.632,35.632,35.632,35.632,134,105,0,0.0
37.042,0.0,37.042,37.042,37.042,37.042,37.042,134,105,0,0.0
40.54500000000001,7.78360568894479e-15,40.545,40.545,40.545,40.545,40.545,134,105,0,0.0
42.476000000000006,0.0,42.476000000000006,42.476000000000006,42.476000000000006,42.476000000000006,42.476000000000006,134,105,0,0.0
43.147,0.0,43.147,43.147,43.147,43.147,43.147,134,105,0,0.0
36.88,0.0,36.88,36.88,36.88,36.88,36.88,134,105,0,0.0
30.904,0.0,30.904,30.904,30.904,30.904,30.904,134,105,0,0.0
37.687999999999995,7.78360568894479e-15,37.688,37.688,37.688,37.688,37.688,134,105,0,0.0
47.965,0.0,47.965,47.965,47.965,47.965,47.965,134,105,0,0.0
57.784,0.0,57.784,57.784,57.784,57.784,57.784,134,105,0,0.0
34.365,0.0,34.365,34.365,34.365,34.365,34.365,126,95,0,1.0
28.983,0.0,28.983,28.983,28.983,28.983,28.983,126,95,0,1.0
22.227,3.891802844472395e-15,22.226999999999997,22.226999999999997,22.226999999999997,22.226999999999997,22.226999999999997,126,95,0,1.0
18.261,0.0,18.261,18.261,18.261,18.261,18.261,126,95,0,1.0
22.721,0.0,22.721,22.721,22.721,22.721,22.721,126,95,0,1.0
30.899,0.0,30.899,30.899,30.899,30.899,30.899,126,95,0,1.0
35.793,0.0,35.793,35.793,35.793,35.793,35.793,126,95,0,1.0
39.895,0.0,39.895,39.895,39.895,39.895,39.895,126,95,0,1.0
43.791000000000004,0.0,43.791000000000004,43.791000000000004,43.791000000000004,43.791000000000004,43.791000000000004,126,95,0,1.0
46.008,0.0,46.008,46.008,46.008,46.008,46.008,126,95,0,1.0
49.684,0.0,49.684,49.684,49.684,49.684,49.684,126,95,0,1.0
53.196000000000005,0.0,53.196000000000005,53.196000000000005,53.196000000000005,53.196000000000005,53.196000000000005,126,95,0,1.0
43.773999999999994,0.0,43.773999999999994,43.773999999999994,43.773999999999994,43.773999999999994,43.773999999999994,126,95,0,1.0
40.971000000000004,0.0,40.971000000000004,40.971000000000004,40.971000000000004,40.971000000000004,40.971000000000004,126,95,0,1.0
36.037,0.0,36.037,36.037,36.037,36.037,36.037,126,95,0,1.0
31.684,0.0,31.684,31.684,31.684,31.684,31.684,126,95,0,1.0
32.651,7.78360568894479e-15,32.650999999999996,32.650999999999996,32.650999999999996,32.650999999999996,32.650999999999996,126,95,0,1.0
35.597,0.0,35.597,35.597,35.597,35.597,35.597,126,95,0,1.0
37.445,0.0,37.445,37.445,37.445,37.445,37.445,126,95,0,1.0
34.601,0.0,34.601,34.601,34.601,34.601,34.601,126,95,0,1.0
32.403,0.0,32.403,32.403,32.403,32.403,32.403,126,95,0,1.0
37.284,0.0,37.284,37.284,37.284,37.284,37.284,126,95,0,1.0
43.18899999999999,0.0,43.18899999999999,43.18899999999999,43.18899999999999,43.18899999999999,43.18899999999999,126,95,0,1.0
51.23399999999999,7.78360568894479e-15,51.233999999999995,51.233999999999995,51.233999999999995,51.233999999999995,51.233999999999995,126,95,0,1.0
30.52,0.0,30.52,30.52,30.52,30.52,30.52,126,95,0,1.0
29.194999999999997,3.891802844472395e-15,29.195,29.195,29.195,29.195,29.195,126,95,0,1.0
30.687,3.891802844472395e-15,30.686999999999998,30.686999999999998,30.686999999999998,30.686999999999998,30.686999999999998,126,95,0,1.0
34.389,0.0,34.389,34.389,34.389,34.389,34.389,126,95,0,1.0
38.276999999999994,7.78360568894479e-15,38.277,38.277,38.277,38.277,38.277,126,95,0,1.0
39.95499999999999,7.78360568894479e-15,39.955,39.955,39.955,39.955,39.955,126,95,0,1.0
39.481,0.0,39.481,39.481,39.481,39.481,39.481,126,95,0,1.0
33.437000000000005,7.78360568894479e-15,33.437,33.437,33.437,33.437,33.437,126,95,0,1.0
27.400000000000002,3.891802844472395e-15,27.4,27.4,27.4,27.4,27.4,126,95,0,1.0
31.591999999999995,3.891802844472395e-15,31.592,31.592,31.592,31.592,31.592,126,95,0,1.0
42.861,7.78360568894479e-15,42.861000000000004,42.861000000000004,42.861000000000004,42.861000000000004,42.861000000000004,126,95,0,1.0
55.185,0.0,55.185,55.185,55.185,55.185,55.185,126,95,0,1.0
33.641,0.0,33.641,33.641,33.641,33.641,33.641,134,95,0,1.0
28.301999999999996,3.891802844472395e-15,28.302,28.302,28.302,28.302,28.302,134,95,0,1.0
21.508000000000006,3.891802844472395e-15,21.508000000000003,21.508000000000003,21.508000000000003,21.508000000000003,21.508000000000003,134,95,0,1.0
17.426999999999996,3.891802844472395e-15,17.427,17.427,17.427,17.427,17.427,134,95,0,1.0
21.699,0.0,21.699,21.699,21.699,21.699,21.699,134,95,0,1.0
29.670999999999996,3.891802844472395e-15,29.671,29.671,29.671,29.671,29.671,134,95,0,1.0
34.49099999999999,7.78360568894479e-15,34.491,34.491,34.491,34.491,34.491,134,95,0,1.0
39.083,0.0,39.083,39.083,39.083,39.083,39.083,134,95,0,1.0
43.389,7.78360568894479e-15,43.388999999999996,43.388999999999996,43.388999999999996,43.388999999999996,43.388999999999996,134,95,0,1.0
45.698,0.0,45.698,45.698,45.698,45.698,45.698,134,95,0,1.0
49.34,0.0,49.34,49.34,49.34,49.34,49.34,134,95,0,1.0
52.784,0.0,52.784,52.784,52.784,52.784,52.784,134,95,0,1.0
43.193999999999996,0.0,43.193999999999996,43.193999999999996,43.193999999999996,43.193999999999996,43.193999999999996,134,95,0,1.0
40.274,0.0,40.274,40.274,40.274,40.274,40.274,134,95,0,1.0
35.205999999999996,0.0,35.205999999999996,35.205999999999996,35.205999999999996,35.205999999999996,35.205999999999996,134,95,0,1.0
30.614,0.0,30.614,30.614,30.614,30.614,30.614,134,95,0,1.0
31.360000000000003,3.891802844472395e-15,31.36,31.36,31.36,31.36,31.36,134,95,0,1.0
34.166,0.0,34.166,34.166,34.166,34.166,34.166,134,95,0,1.0
36.144,0.0,36.144,36.144,36.144,36.144,36.144,134,95,0,1.0
33.446,0.0,33.446,33.446,33.446,33.446,33.446,134,95,0,1.0
31.569999999999997,3.891802844472395e-15,31.57,31.57,31.57,31.57,31.57,134,95,0,1.0
36.84,0.0,36.84,36.84,36.84,36.84,36.84,134,95,0,1.0
42.852,0.0,42.852,42.852,42.852,42.852,42.852,134,95,0,1.0
50.9,0.0,50.9,50.9,50.9,50.9,50.9,134,95,0,1.0
29.385,0.0,29.385,29.385,29.385,29.385,29.385,134,95,0,1.0
27.914999999999996,3.891802844472395e-15,27.915,27.915,27.915,27.915,27.915,134,95,0,1.0
29.349999999999998,3.891802844472395e-15,29.35,29.35,29.35,29.35,29.35,134,95,0,1.0
33.054,0.0,33.054,33.054,33.054,33.054,33.054,134,95,0,1.0
37.031,0.0,37.031,37.031,37.031,37.031,37.031,134,95,0,1.0
38.92000000000001,7.78360568894479e-15,38.92,38.92,38.92,38.92,38.92,134,95,0,1.0
38.663999999999994,7.78360568894479e-15,38.664,38.664,38.664,38.664,38.664,134,95,0,1.0
32.799,0.0,32.799,32.799,32.799,32.799,32.799,134,95,0,1.0
26.905,0.0,26.905,26.905,26.905,26.905,26.905,134,95,0,1.0
31.170000000000005,3.891802844472395e-15,31.17,31.17,31.17,31.17,31.17,134,95,0,1.0
42.48500000000001,7.78360568894479e-15,42.485,42.485,42.485,42.485,42.485,134,95,0,1.0
54.841,0.0,54.841,54.841,54.841,54.841,54.841,134,95,0,1.0
35.168,0.0,35.168,35.168,35.168,35.168,35.168,126,105,0,1.0
29.420000000000005,3.891802844472395e-15,29.42,29.42,29.42,29.42,29.42,126,105,0,1.0
22.248,0.0,22.248,22.248,22.248,22.248,22.248,126,105,0,1.0
18.117,0.0,18.117,18.117,18.117,18.117,18.117,126,105,0,1.0
22.676,0.0,22.676,22.676,22.676,22.676,22.676,126,105,0,1.0
30.954000000000004,3.891802844472395e-15,30.954,30.954,30.954,30.954,30.954,126,105,0,1.0
36.102,0.0,36.102,36.102,36.102,36.102,36.102,126,105,0,1.0
40.131,0.0,40.131,40.131,40.131,40.131,40.131,126,105,0,1.0
44.023999999999994,0.0,44.023999999999994,44.023999999999994,44.023999999999994,44.023999999999994,44.023999999999994,126,105,0,1.0
46.58100000000001,7.78360568894479e-15,46.581,46.581,46.581,46.581,46.581,126,105,0,1.0
50.199999999999996,7.78360568894479e-15,50.2,50.2,50.2,50.2,50.2,126,105,0,1.0
53.536,0.0,53.536,53.536,53.536,53.536,53.536,126,105,0,1.0
44.264,7.78360568894479e-15,44.263999999999996,44.263999999999996,44.263999999999996,44.263999999999996,44.263999999999996,126,105,0,1.0
41.698,0.0,41.698,41.698,41.698,41.698,41.698,126,105,0,1.0
36.929,0.0,36.929,36.929,36.929,36.929,36.929,126,105,0,1.0
32.53,0.0,32.53,32.53,32.53,32.53,32.53,126,105,0,1.0
33.216,0.0,33.216,33.216,33.216,33.216,33.216,126,105,0,1.0
35.891999999999996,0.0,35.891999999999996,35.891999999999996,35.891999999999996,35.891999999999996,35.891999999999996,126,105,0,1.0
37.603,0.0,37.603,37.603,37.603,37.603,37.603,126,105,0,1.0
35.308,0.0,35.308,35.308,35.308,35.308,35.308,126,105,0,1.0
33.344,0.0,33.344,33.344,33.344,33.344,33.344,126,105,0,1.0
37.915,0.0,37.915,37.915,37.915,37.915,37.915,126,105,0,1.0
43.579,7.78360568894479e-15,43.57899999999999,43.57899999999999,43.57899999999999,43.57899999999999,43.57899999999999,126,105,0,1.0
51.43399999999999,7.78360568894479e-15,51.434,51.434,51.434,51.434,51.434,126,105,0,1.0
31.197,0.0,31.197,31.197,31.197,31.197,31.197,126,105,0,1.0
30.072,0.0,30.072,30.072,30.072,30.072,30.072,126,105,0,1.0
31.759000000000004,3.891802844472395e-15,31.759,31.759,31.759,31.759,31.759,126,105,0,1.0
35.441,0.0,35.441,35.441,35.441,35.441,35.441,126,105,0,1.0
39.187000000000005,7.78360568894479e-15,39.187,39.187,39.187,39.187,39.187,126,105,0,1.0
40.817,0.0,40.817,40.817,40.817,40.817,40.817,126,105,0,1.0
40.225,0.0,40.225,40.225,40.225,40.225,40.225,126,105,0,1.0
33.963,0.0,33.963,33.963,33.963,33.963,33.963,126,105,0,1.0
27.747000000000003,3.891802844472395e-15,27.747,27.747,27.747,27.747,27.747,126,105,0,1.0
31.771999999999995,3.891802844472395e-15,31.772,31.772,31.772,31.772,31.772,126,105,0,1.0
43.028999999999996,0.0,43.028999999999996,43.028999999999996,43.028999999999996,43.028999999999996,43.028999999999996,126,105,0,1.0
55.368,0.0,55.368,55.368,55.368,55.368,55.368,126,105,0,1.0
35.080999999999996,0.0,35.080999999999996,35.080999999999996,35.080999999999996,35.080999999999996,35.080999999999996,134,105,0,1.0
29.304000000000002,0.0,29.304000000000002,29.304000000000002,29.304000000000002,29.304000000000002,29.304000000000002,134,105,0,1.0
22.144000000000002,0.0,22.144000000000002,22.144000000000002,22.144000000000002,22.144000000000002,22.144000000000002,134,105,0,1.0
18.147000000000002,0.0,18.147000000000002,18.147000000000002,18.147000000000002,18.147000000000002,18.147000000000002,134,105,0,1.0
22.866,0.0,22.866,22.866,22.866,22.866,22.866,134,105,0,1.0
31.235000000000003,3.891802844472395e-15,31.235,31.235,31.235,31.235,31.235,134,105,0,1.0
36.346,0.0,36.346,36.346,36.346,36.346,36.346,134,105,0,1.0
40.336999999999996,0.0,40.336999999999996,40.336999999999996,40.336999999999996,40.336999999999996,40.336999999999996,134,105,0,1.0
44.129,0.0,44.129,44.129,44.129,44.129,44.129,134,105,0,1.0
46.577,0.0,46.577,46.577,46.577,46.577,46.577,134,105,0,1.0
50.185,0.0,50.185,50.185,50.185,50.185,50.185,134,105,0,1.0
53.53300000000001,7.78360568894479e-15,53.533,53.533,53.533,53.533,53.533,134,105,0,1.0
44.15800000000001,7.78360568894479e-15,44.158,44.158,44.158,44.158,44.158,134,105,0,1.0
41.615,0.0,41.615,41.615,41.615,41.615,41.615,134,105,0,1.0
36.858000000000004,0.0,36.858000000000004,36.858000000000004,36.858000000000004,36.858000000000004,36.858000000000004,134,105,0,1.0
32.442,0.0,32.442,32.442,32.442,32.442,32.442,134,105,0,1.0
33.084,0.0,33.084,33.084,33.084,33.084,33.084,134,105,0,1.0
35.708,0.0,35.708,35.708,35.708,35.708,35.708,134,105,0,1.0
37.394,0.0,37.394,37.394,37.394,37.394,37.394,134,105,0,1.0
35.23,0.0,35.23,35.23,35.23,35.23,35.23,134,105,0,1.0
33.338,0.0,33.338,33.338,33.338,33.338,33.338,134,105,0,1.0
37.905,0.0,37.905,37.905,37.905,37.905,37.905,134,105,0,1.0
43.567,0.0,43.567,43.567,43.567,43.567,43.567,134,105,0,1.0
51.421,7.78360568894479e-15,51.42100000000001,51.42100000000001,51.42100000000001,51.42100000000001,51.42100000000001,134,105,0,1.0
30.998,0.0,30.998,30.998,30.998,30.998,30.998,134,105,0,1.0
29.998,0.0,29.998,29.998,29.998,29.998,29.998,134,105,0,1.0
31.849,0.0,31.849,31.849,31.849,31.849,31.849,134,105,0,1.0
35.538000000000004,0.0,35.538000000000004,35.538000000000004,35.538000000000004,35.538000000000004,35.538000000000004,134,105,0,1.0
39.242,0.0,39.242,39.242,39.242,39.242,39.242,134,105,0,1.0
40.913999999999994,7.78360568894479e-15,40.914,40.914,40.914,40.914,40.914,134,105,0,1.0
40.329,0.0,40.329,40.329,40.329,40.329,40.329,134,105,0,1.0
33.983000000000004,0.0,33.983000000000004,33.983000000000004,33.983000000000004,33.983000000000004,33.983000000000004,134,105,0,1.0
27.69,0.0,27.69,27.69,27.69,27.69,27.69,134,105,0,1.0
31.579000000000004,3.891802844472395e-15,31.579,31.579,31.579,31.579,31.579,134,105,0,1.0
42.888000000000005,0.0,42.888000000000005,42.888000000000005,42.888000000000005,42.888000000000005,42.888000000000005,134,105,0,1.0
55.327999999999996,7.78360568894479e-15,55.328,55.328,55.328,55.328,55.328,134,105,0,1.0
